is_cancelled,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_cancelled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
0,145,1,2,1,0,0,0,0,0,A,E,0,No Deposit,0,Transient-Party,98.72845940138563,0,4
1,1,2,2,2,1,0,0,0,0,D,E,0,No Deposit,0,Transient-Party,32.860973794402724,0,1
0,0,1,0,2,0,0,0,0,0,A,A,1,No Deposit,0,Transient,161.29952189235524,0,0
0,14,1,1,3,0,0,0,0,0,A,A,1,No Deposit,87,Transient,207.26171971468875,0,0
1,176,1,2,2,0,1,0,24,0,A,D,0,No Deposit,0,Transient,126.14208291103807,0,1
0,44,2,10,1,0,0,1,0,0,A,B,0,No Deposit,147,Transient,63.76754940153026,1,0
0,360,0,3,1,0,0,1,0,0,A,A,3,No Deposit,0,Transient-Party,97.39054879203282,0,1
0,38,0,0,2,0,0,0,0,0,D,G,0,Non Refund,0,Transient-Party,110.3831100079455,0,0
0,0,0,1,2,0,0,0,0,0,A,A,2,No Deposit,0,Transient,68.57647873222345,0,0
0,240,4,5,1,0,0,1,0,0,A,D,0,No Deposit,33,Transient,173.86786398510165,0,0
0,25,2,1,1,0,0,0,0,0,C,D,1,No Deposit,0,Transient,165.5929322337728,0,2
0,17,2,2,1,0,0,0,0,0,A,D,0,No Deposit,0,Transient,132.3781391672783,0,0
1,197,2,4,2,0,0,0,0,0,A,A,0,No Deposit,31,Transient,31.90725881942827,0,0
0,272,2,1,2,1,0,0,1,0,A,B,0,No Deposit,0,Transient,55.48640242879925,0,1
0,67,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient-Party,105.45229309272776,0,0
0,183,2,2,2,3,0,0,0,0,A,A,0,No Deposit,0,Transient,117.69916189808293,0,2
0,2,1,0,1,0,0,0,0,0,A,A,1,No Deposit,0,Transient,39.641342092906584,0,0
0,0,2,4,2,1,1,0,0,0,A,A,1,Non Refund,0,Transient,87.82589217218589,0,2
0,355,3,2,1,0,0,0,0,0,A,A,0,No Deposit,109,Transient-Party,52.562687769782784,0,0
1,155,2,1,2,2,0,0,0,0,B,A,0,No Deposit,0,Transient-Party,40.358617298689936,0,0
0,69,0,1,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,77.09496088623435,0,4
1,171,1,2,2,0,0,0,0,0,E,A,0,No Deposit,0,Contract,52.21161661159715,0,2
0,96,1,3,2,0,0,0,0,9,A,D,0,No Deposit,0,Transient,38.772631462909565,0,0
0,3,0,1,1,0,0,0,0,0,A,C,0,No Deposit,162,Transient,38.088702606200556,0,0
1,257,1,4,2,0,0,0,0,0,A,A,4,Non Refund,27,Transient,105.4478574058502,0,1
0,80,6,5,1,2,0,0,0,0,E,I,0,No Deposit,38,Transient,88.87987270945403,1,0
1,448,0,2,2,1,0,0,0,0,D,D,0,No Deposit,0,Transient,72.38972236694268,0,0
0,296,5,40,1,0,0,0,0,0,A,A,0,No Deposit,0,Transient,109.44951660614345,1,1
1,75,0,1,2,0,0,0,0,0,A,D,0,No Deposit,59,Transient,70.60366186125346,0,1
0,231,0,2,2,0,0,0,0,0,D,G,1,Refundable,0,Transient,66.17441279347928,0,0
0,191,0,1,1,0,0,0,0,0,B,A,1,No Deposit,0,Transient,158.50580481023047,0,2
0,62,2,4,2,0,0,0,0,0,A,A,1,No Deposit,0,Transient,143.34416707443953,0,0
0,180,9,1,1,0,0,0,0,0,D,A,0,No Deposit,0,Transient,203.26621461496742,0,0
0,13,1,2,1,0,0,0,3,0,L,A,0,No Deposit,0,Transient,52.32468820890977,0,0
0,20,1,3,2,0,0,0,0,0,A,K,1,No Deposit,0,Transient,17.234959141197116,0,0
0,22,3,2,1,0,0,0,1,0,A,A,0,No Deposit,60,Transient,53.14407408752171,0,0
0,49,2,1,1,0,0,1,0,25,G,F,0,Non Refund,0,Transient,57.67340931036726,0,1
1,265,2,4,2,0,0,0,0,0,A,G,0,Non Refund,0,Transient,118.94054593865906,0,0
0,46,3,2,2,0,0,0,1,0,A,A,0,No Deposit,0,Transient,70.8989292696753,0,0
1,1,2,2,2,0,1,0,0,0,A,E,0,No Deposit,0,Transient,294.36378246978757,0,0
0,78,0,1,2,0,0,0,0,0,E,A,0,No Deposit,0,Transient,75.6810356794739,0,1
0,518,2,0,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,34.89954592617901,0,1
1,1,0,1,2,0,0,0,0,0,A,D,0,No Deposit,0,Transient,135.90810925509672,0,0
1,115,3,2,2,0,0,0,0,0,E,A,1,No Deposit,0,Transient-Party,36.07237580297104,0,1
1,476,0,4,2,0,1,0,0,0,A,A,0,No Deposit,0,Transient,103.94075685216195,1,0
1,279,0,1,2,0,0,0,0,0,A,E,1,No Deposit,0,Contract,112.91608427022982,0,0
0,6,0,5,1,0,0,0,0,0,A,C,0,No Deposit,0,Transient,176.02016624839098,1,0
1,566,3,5,3,0,0,0,1,0,A,A,1,No Deposit,68,Group,114.22275413110239,0,2
0,111,2,1,3,0,1,0,0,0,A,C,0,No Deposit,0,Transient,109.79163616666811,0,0
0,192,1,4,2,3,0,0,0,0,A,D,0,No Deposit,0,Transient-Party,118.9895274325956,1,3
0,406,2,7,2,0,0,0,11,0,A,C,0,Non Refund,0,Transient,228.10170121281595,0,2
0,187,1,2,2,0,0,0,0,0,D,A,0,Non Refund,0,Contract,22.78416862672946,1,2
1,115,0,3,1,0,0,0,0,0,E,A,0,No Deposit,0,Transient,69.9665444533029,0,0
1,0,1,1,1,0,0,0,19,0,C,A,0,No Deposit,0,Transient-Party,52.10222073338628,0,1
0,274,1,2,2,0,0,0,0,0,A,D,0,No Deposit,0,Transient,240.6377855681194,0,0
0,146,1,3,1,2,0,0,0,0,A,D,0,No Deposit,0,Transient,72.32009633788053,0,0
0,49,0,1,2,0,0,1,0,0,G,A,0,No Deposit,0,Transient,148.4683918537448,0,2
0,272,0,10,2,0,0,0,0,0,E,A,0,No Deposit,0,Transient,106.05368722786704,0,2
1,26,1,4,2,1,0,1,0,0,A,A,0,No Deposit,0,Transient,66.77940233108154,1,1
0,594,2,2,2,0,2,0,0,0,A,A,0,Non Refund,0,Transient,95.05918113027575,0,1
1,4,0,15,3,0,0,0,19,0,A,A,1,No Deposit,0,Transient,64.61498945126604,0,0
0,298,4,2,2,0,0,0,0,0,A,A,0,No Deposit,0,Group,61.91123309143748,0,0
1,1,0,1,2,0,0,0,0,1,A,A,1,No Deposit,0,Contract,74.61248588226543,0,0
1,1,1,4,1,0,0,0,0,0,A,E,1,No Deposit,0,Transient,61.575388265719376,0,0
0,4,1,4,1,0,0,1,0,0,A,D,2,No Deposit,0,Transient,142.02467153003002,0,1
0,82,2,4,1,0,0,0,0,0,D,G,0,No Deposit,0,Transient,85.8632630983921,0,0
1,107,2,0,2,-1,0,0,0,0,A,H,1,No Deposit,0,Transient-Party,120.06167214403928,0,3
0,268,16,1,2,0,0,1,0,0,E,A,0,No Deposit,0,Transient-Party,78.53275028410528,0,1
0,105,1,1,2,0,0,0,0,0,D,E,1,Non Refund,0,Transient,49.033042124991304,0,0
0,180,1,2,1,0,0,0,0,0,A,F,0,No Deposit,0,Transient,97.8708507251478,0,0
1,11,9,3,1,0,0,0,0,0,A,A,2,No Deposit,0,Transient,86.28647619291868,0,0
1,0,0,4,2,0,0,0,0,0,A,I,0,No Deposit,0,Transient,59.662636113457445,0,2
1,253,2,1,2,0,0,0,0,0,A,G,1,No Deposit,42,Transient-Party,146.96099360251438,0,1
1,211,1,2,3,0,0,0,0,0,A,A,1,No Deposit,0,Transient-Party,223.69977342447038,0,0
0,286,0,2,1,0,0,0,0,0,D,A,0,No Deposit,0,Transient,96.38257463396062,0,0
1,115,1,1,2,2,0,0,0,0,A,E,2,No Deposit,0,Transient,65.27499759268855,0,0
1,144,8,1,1,2,0,0,0,0,A,A,0,No Deposit,0,Transient,20.794889522969296,0,0
0,202,1,3,2,0,0,0,0,0,A,A,1,No Deposit,0,Contract,121.48431796064926,0,0
1,10,1,12,0,0,0,0,3,0,D,F,1,No Deposit,0,Transient,88.03853825532468,0,0
0,216,0,3,2,0,0,0,0,0,F,A,0,Non Refund,0,Transient,168.3149760492975,0,4
1,580,2,3,2,0,0,0,0,0,A,A,1,No Deposit,0,Transient,191.90813521767652,0,0
1,0,0,1,3,0,0,0,0,0,A,A,0,Non Refund,0,Transient,77.22731425253347,0,4
0,39,1,3,2,0,0,0,0,0,A,A,1,No Deposit,1,Transient-Party,108.73288925080209,0,0
0,55,2,1,2,0,0,0,0,0,A,A,2,No Deposit,0,Transient-Party,95.9974677399533,0,0
0,187,2,1,1,0,0,0,0,2,A,A,0,Refundable,0,Transient,112.71114589276038,0,1
0,7,2,2,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,66.55294325993688,0,1
1,13,2,1,2,0,0,0,0,0,A,D,0,No Deposit,0,Transient,73.88250745037512,0,0
1,385,0,1,2,0,0,0,0,0,A,F,1,No Deposit,56,Transient,132.161323476493,0,2
1,213,2,1,2,0,0,0,0,0,E,B,0,No Deposit,0,Transient,48.63434966037354,0,0
0,422,0,2,1,0,0,0,0,0,A,D,6,No Deposit,0,Transient,92.39194285083408,0,0
1,24,1,3,2,0,0,0,0,12,A,A,0,No Deposit,0,Transient,91.14477739941495,0,0
0,147,0,2,2,0,0,0,0,0,A,D,7,No Deposit,0,Transient,126.91740779332693,1,0
1,72,0,4,2,0,1,0,0,0,A,A,0,Non Refund,0,Transient,51.28379493476886,0,0
0,110,1,2,0,0,0,0,0,0,E,F,0,No Deposit,0,Transient,106.4894676563262,0,0
0,259,1,3,2,0,0,0,24,0,A,A,2,No Deposit,0,Transient-Party,94.153364074871,0,1
0,135,0,1,2,0,0,0,25,0,A,A,1,No Deposit,0,Transient-Party,180.3933448500461,0,0
1,5,1,1,2,1,0,0,0,0,G,D,0,No Deposit,0,Transient,150.31464375396146,1,2
0,91,2,1,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,112.59863639302685,0,1
0,150,0,5,1,0,0,0,0,0,G,D,0,No Deposit,0,Transient,69.63139674408613,0,1
1,110,2,5,1,0,0,1,3,0,A,A,0,No Deposit,0,Transient,149.6821057651623,1,1
0,341,1,5,1,2,0,0,0,0,A,A,0,No Deposit,0,Transient-Party,218.25444567682695,0,0
0,95,0,3,2,0,0,0,0,0,D,A,1,No Deposit,0,Transient,206.84478502096874,0,2
0,302,1,5,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,51.39443656595067,0,0
0,250,0,5,2,0,0,0,5,0,A,C,13,No Deposit,0,Transient,77.82061237991216,0,0
0,114,1,3,1,0,0,0,0,0,A,E,1,No Deposit,0,Transient-Party,71.13219660263373,0,0
0,0,2,2,2,0,0,0,0,3,A,C,0,No Deposit,0,Transient,177.1692219175343,1,0
0,194,0,0,2,0,0,0,0,0,A,G,0,No Deposit,0,Transient,109.89344411770152,0,0
0,21,1,4,4,0,0,1,0,0,A,A,1,No Deposit,0,Transient-Party,51.96354423606424,0,0
0,12,5,5,2,0,0,0,0,0,A,A,1,No Deposit,0,Contract,126.07824228758827,1,1
1,183,0,1,2,0,1,0,0,0,A,A,2,No Deposit,108,Transient,147.1502804338088,1,2
0,0,3,4,1,-1,0,0,0,0,F,E,1,No Deposit,0,Transient,138.62335436007228,0,1
0,250,1,1,1,0,0,0,0,0,H,A,1,No Deposit,0,Transient,130.1177925448134,0,1
0,211,2,1,1,0,0,1,0,0,E,G,0,No Deposit,0,Transient-Party,116.65497780623176,0,2
0,0,0,2,2,0,0,0,0,0,D,A,0,Non Refund,0,Transient,164.16500154199136,2,3
0,199,1,40,2,0,0,0,0,0,E,A,1,No Deposit,20,Transient-Party,94.47205182622717,0,1
0,138,1,1,2,0,0,1,0,0,A,A,1,No Deposit,0,Group,54.91266355143933,0,0
0,1,4,1,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,106.76907854347417,2,0
1,181,2,5,2,1,0,0,0,0,A,C,1,No Deposit,62,Transient,49.194709929820775,0,0
1,237,1,12,2,0,0,0,0,0,A,C,1,Non Refund,0,Transient,42.34010535769579,0,0
0,3,8,1,2,0,0,0,0,0,A,D,4,No Deposit,20,Transient,112.59719926426885,1,0
0,405,2,1,2,0,0,0,0,0,A,D,0,No Deposit,0,Transient-Party,107.58011305003356,0,0
1,116,2,2,2,0,0,0,0,0,A,A,0,No Deposit,93,Transient,47.554633456376465,0,1
0,43,1,2,2,0,0,0,0,0,F,D,0,No Deposit,0,Transient,84.3557810208816,0,2
0,260,0,1,2,1,0,0,0,0,D,E,0,No Deposit,0,Transient,81.31868529129929,0,0
0,296,0,1,1,0,0,0,0,0,A,A,0,No Deposit,0,Transient-Party,48.87387083078115,0,0
0,45,2,3,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,84.98299086787245,0,0
0,141,0,1,0,0,0,0,25,0,A,A,0,Non Refund,0,Transient,65.89011867552918,0,0
1,0,2,1,3,0,1,0,0,0,A,E,0,No Deposit,0,Transient,32.67272087480039,0,2
0,47,0,1,2,0,0,0,0,0,A,D,1,No Deposit,0,Contract,137.20888445930373,0,0
0,605,1,2,2,0,0,0,0,0,A,F,1,Non Refund,0,Transient,122.48832385697591,1,2
1,366,1,12,2,0,0,0,0,0,A,A,0,No Deposit,68,Transient,59.07304557134752,0,3
0,354,1,2,2,2,0,0,0,0,A,A,0,No Deposit,391,Transient,73.39537059121909,0,0
0,2,1,2,2,0,0,0,0,0,D,A,0,No Deposit,0,Transient,163.7697981224091,1,1
1,47,1,3,2,0,0,0,0,0,A,A,3,No Deposit,0,Transient,72.30042039104089,2,1
0,315,1,1,2,0,0,1,0,0,E,A,0,No Deposit,0,Transient,32.71496629180514,0,0
0,8,0,6,2,0,0,0,0,0,D,H,0,No Deposit,0,Transient,178.00262162810944,0,1
0,187,3,1,2,0,0,0,0,0,D,D,1,No Deposit,0,Transient,100.92669355901172,0,1
1,63,0,1,2,0,0,0,0,0,H,A,0,No Deposit,0,Transient,109.73895912255693,0,3
1,299,2,1,2,0,0,0,0,16,A,E,0,No Deposit,0,Transient,57.030985179471394,0,0
0,216,2,1,1,0,0,0,0,0,A,A,1,Refundable,0,Transient,65.49385818854378,0,1
0,1,1,0,2,0,0,0,0,27,F,A,2,No Deposit,0,Transient,137.44731156314452,0,0
0,337,1,5,1,0,0,0,0,0,A,D,0,No Deposit,0,Transient,85.53668876157887,0,3
0,79,2,0,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient-Party,69.40952855972432,1,1
0,18,1,2,2,1,0,0,0,0,A,A,0,No Deposit,0,Transient,108.59940327281718,0,0
1,364,0,0,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,111.28273520622004,0,0
0,231,1,3,2,0,0,0,0,12,E,D,7,No Deposit,35,Transient,77.59703341444416,0,2
0,273,0,0,2,2,0,1,0,0,G,D,0,Non Refund,0,Transient,83.98927659193232,1,0
0,3,1,12,2,0,0,0,0,0,A,E,4,No Deposit,178,Transient,190.9468876144913,0,0
0,145,1,1,1,0,0,0,0,0,F,D,0,No Deposit,0,Transient-Party,165.84570492317246,1,2
0,1,1,3,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,87.66254283048636,0,0
0,97,3,5,2,0,2,0,0,0,D,D,1,No Deposit,0,Transient-Party,64.76760903019834,0,0
0,0,0,1,4,0,0,0,0,0,A,A,1,No Deposit,0,Transient-Party,26.29216027538093,0,0
0,59,0,2,3,0,0,0,25,0,A,D,0,No Deposit,0,Transient-Party,119.78820616693312,0,0
0,186,1,2,2,0,0,0,0,0,D,A,0,No Deposit,0,Transient,57.26472872555996,0,0
0,91,2,1,2,2,0,0,0,0,A,D,13,No Deposit,0,Transient,157.03616518460672,0,1
1,279,1,3,1,2,0,0,0,0,A,E,1,No Deposit,0,Transient,58.99656322357594,0,0
0,89,1,4,1,0,0,0,0,0,A,A,0,No Deposit,27,Transient,109.55033394344456,1,1
0,1,0,7,1,0,0,0,0,0,A,A,0,Refundable,0,Transient,124.31482483342475,0,0
1,91,1,2,3,0,0,0,0,0,D,A,0,No Deposit,0,Transient,162.09328696745803,0,1
0,134,2,12,2,2,0,0,0,0,A,A,0,No Deposit,0,Transient,97.09355940937037,0,3
1,132,2,12,1,0,0,0,0,0,A,A,0,No Deposit,0,Transient,65.74443094414191,1,0
1,144,0,0,2,0,0,0,0,0,A,D,1,No Deposit,0,Contract,56.78033252579344,0,2
1,9,1,2,2,2,0,0,0,4,A,D,0,No Deposit,0,Transient-Party,53.81318323906575,0,0
0,37,1,1,1,0,0,0,0,8,E,A,1,No Deposit,0,Transient,106.58345168108274,0,1
0,113,2,3,2,0,0,0,0,0,E,G,0,No Deposit,0,Transient,74.60678560828026,0,0
0,0,0,5,2,0,2,0,0,0,E,A,0,No Deposit,0,Transient,49.927761364385546,0,0
0,155,1,2,2,0,0,1,0,0,A,A,2,No Deposit,0,Transient-Party,99.0409454851863,0,1
0,462,2,2,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,184.16329439719044,0,0
1,270,1,1,2,0,0,0,0,0,A,D,6,No Deposit,0,Transient,116.75600019869168,0,2
0,67,0,3,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,55.131906961803075,0,0
0,504,1,2,3,0,0,0,0,6,A,D,1,No Deposit,0,Transient,75.78685721659534,1,1
0,94,2,11,3,0,0,0,0,0,A,C,0,No Deposit,0,Transient,136.02012767067689,0,0
0,542,1,10,2,0,0,0,0,0,A,A,1,No Deposit,0,Transient,68.41013312549305,0,3
1,394,1,2,1,0,0,0,0,0,E,A,0,No Deposit,0,Transient,250.16246698683037,0,0
0,61,2,0,1,0,0,0,0,0,A,D,1,No Deposit,0,Transient,104.75909489391239,0,0
1,264,2,0,2,0,0,0,0,0,A,A,1,No Deposit,0,Transient,142.35712470009867,0,1
1,207,2,1,2,0,0,0,0,0,B,A,0,Non Refund,0,Transient,61.789026201697624,0,1
1,1,0,1,1,0,0,0,0,0,A,F,0,No Deposit,0,Transient,158.56578716538834,0,1
1,332,1,4,2,0,0,0,0,0,D,G,0,No Deposit,0,Transient-Party,93.2523481016448,0,1
0,0,4,15,1,0,0,0,0,0,F,A,1,No Deposit,0,Transient-Party,137.09248493088936,0,2
0,280,0,1,3,0,0,0,0,0,A,A,0,No Deposit,0,Transient,118.39879287186635,0,1
0,82,2,5,2,3,0,0,0,0,F,D,5,Non Refund,0,Transient,104.56677781930445,0,1
0,55,0,5,1,0,0,0,0,0,A,A,0,No Deposit,0,Transient-Party,113.08132178792735,0,0
0,50,1,0,1,0,0,0,0,0,A,A,5,No Deposit,0,Transient-Party,42.62150970353704,0,0
0,153,0,1,2,0,0,0,0,0,A,D,0,No Deposit,0,Transient,107.37316386400543,0,0
1,9,1,4,2,0,0,0,0,0,A,A,0,No Deposit,91,Transient,89.6424799421931,0,0
0,199,5,3,2,0,0,0,0,0,A,E,0,Non Refund,31,Transient-Party,115.06765405932465,0,2
0,420,1,1,2,0,0,0,0,0,C,B,0,No Deposit,0,Transient,115.98196983713318,0,0
0,79,4,4,2,0,0,0,0,0,A,A,2,No Deposit,0,Transient,25.1562122990619,0,2
1,57,2,1,2,0,0,0,0,0,E,F,0,No Deposit,0,Transient,127.61173898185194,0,0
1,127,5,2,2,0,0,0,0,0,G,A,1,No Deposit,0,Transient,113.98522959639475,0,0
0,222,2,2,1,0,0,0,0,0,A,D,1,No Deposit,3,Transient-Party,124.94024482677575,0,3
0,59,1,2,2,0,0,0,0,8,A,A,7,Non Refund,0,Transient,115.41039848490755,0,1
0,199,1,13,1,0,0,0,19,0,A,D,1,No Deposit,0,Transient,85.89060541954422,0,3
1,31,0,7,2,0,0,0,0,0,A,A,0,Non Refund,0,Transient,76.0945379716496,0,0
0,384,2,2,3,0,0,0,0,8,A,A,3,No Deposit,0,Transient,81.82126807508239,0,0
1,2,0,8,2,0,0,0,0,0,A,H,0,No Deposit,0,Transient,133.6759591586611,0,0
0,391,0,2,2,0,0,0,0,0,A,E,7,No Deposit,0,Transient,27.000703446847233,0,0
0,0,1,1,2,0,0,0,0,0,A,F,0,No Deposit,0,Transient,109.13448400317169,0,2
0,125,1,3,2,0,0,0,0,0,A,D,1,Non Refund,0,Transient,171.1002480806156,0,1
0,186,0,0,2,0,1,0,1,0,F,D,4,No Deposit,0,Transient-Party,143.00826175656846,0,2
0,189,0,2,1,0,1,0,0,0,A,A,13,No Deposit,0,Group,87.67389781674055,0,0
1,259,0,4,4,0,0,1,0,0,A,F,0,No Deposit,0,Transient,124.6130742160098,0,0
0,5,0,1,1,0,0,0,0,0,A,C,1,No Deposit,0,Transient,135.81018289742764,0,0
0,4,0,1,1,0,0,0,19,0,A,A,0,Non Refund,0,Transient,101.19541068835093,0,0
1,59,0,1,1,0,0,0,0,0,E,C,0,No Deposit,0,Transient,86.29943455412757,0,0
1,0,1,1,1,0,0,0,0,0,D,A,3,No Deposit,0,Group,142.33808558978026,0,1
0,276,2,2,1,0,0,0,0,0,D,A,0,No Deposit,0,Transient,57.42268268246752,0,4
0,0,0,1,3,0,0,0,0,0,A,A,1,No Deposit,0,Transient,70.6669223887147,1,2
1,27,8,1,1,0,0,0,0,0,E,B,1,No Deposit,0,Transient,63.01148337205782,0,0
0,115,0,4,3,0,0,0,0,0,E,A,0,No Deposit,0,Transient,119.86989281400405,0,0
0,300,0,1,1,0,0,0,0,0,A,H,0,No Deposit,0,Transient,52.7433703084337,0,0
0,181,0,2,2,0,0,0,0,0,A,A,1,No Deposit,0,Transient,43.24403359504596,0,2
0,86,1,5,1,0,0,0,0,0,A,F,0,No Deposit,43,Transient,145.96982462113766,0,0
0,179,3,2,1,2,0,0,0,0,A,B,0,No Deposit,56,Transient,116.814012861675,0,1
1,14,0,5,3,0,0,0,0,0,D,A,0,No Deposit,0,Transient,148.07901728765842,0,1
0,4,4,1,1,0,0,0,0,0,A,D,1,No Deposit,0,Transient,76.26500560358627,0,0
0,21,2,1,2,0,0,0,1,0,F,D,7,No Deposit,0,Transient,80.16134427894367,0,2
0,39,1,2,0,0,0,0,0,0,A,D,0,No Deposit,0,Transient,120.0850804227437,0,1
0,213,1,4,2,0,0,0,0,0,A,D,4,No Deposit,0,Transient,98.6833699781575,1,2
0,79,2,2,2,0,0,0,0,0,A,D,0,No Deposit,0,Transient,118.79794336140297,0,0
1,336,3,1,2,2,0,0,0,0,A,B,2,No Deposit,0,Transient-Party,56.51575072608235,0,2
0,2,0,4,2,0,0,0,25,0,H,D,2,No Deposit,0,Transient,126.48286356226684,1,0
0,109,0,4,2,0,0,0,0,0,A,E,1,No Deposit,0,Transient,31.87510518426771,0,3
0,178,1,1,2,0,0,0,0,0,A,D,1,No Deposit,0,Transient,172.44211354451627,0,0
0,373,0,3,2,0,0,0,0,0,D,A,0,No Deposit,53,Transient,86.95995235652903,0,0
1,0,2,8,2,0,0,0,0,0,D,A,0,No Deposit,0,Transient,174.7062912896679,0,1
0,213,1,8,1,2,0,0,0,0,D,D,0,Non Refund,0,Transient,118.90376134745335,0,0
1,1,0,5,3,0,0,1,0,0,C,A,7,No Deposit,0,Transient,80.19414997940589,0,1
0,182,0,3,2,0,0,0,0,0,A,A,1,No Deposit,0,Transient,46.0256882564002,0,1
0,98,0,0,2,0,0,0,0,0,A,G,0,Non Refund,0,Transient,60.07413521608019,0,0
0,0,0,2,2,0,0,0,1,0,A,D,0,No Deposit,0,Transient,110.62078113852695,0,2
0,1,2,0,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,56.55244993730444,1,1
0,180,1,2,2,2,0,0,0,0,D,A,0,No Deposit,77,Contract,63.04323935194917,0,1
0,24,8,15,1,0,0,0,1,0,A,G,0,No Deposit,0,Transient,79.31751585426906,0,0
1,126,0,4,0,0,0,0,0,0,D,D,0,No Deposit,79,Transient,138.8679660945711,0,0
0,312,0,1,1,0,0,0,0,0,A,D,0,No Deposit,0,Transient,129.160223537511,0,0
1,0,1,13,2,0,0,0,0,0,A,D,0,No Deposit,0,Transient,158.87893577177513,0,0
0,0,0,6,2,0,0,0,14,0,A,A,2,No Deposit,0,Transient,44.099801623338095,0,2
0,117,6,2,2,0,0,0,0,0,A,G,2,No Deposit,80,Transient,141.57609290298922,1,0
0,23,0,4,2,0,0,0,0,9,H,A,0,No Deposit,0,Transient,126.7021707312814,0,0
0,2,4,0,2,0,0,0,0,0,C,A,2,No Deposit,0,Transient,39.477087006572916,0,3
0,27,1,0,3,0,0,0,0,0,A,A,0,Non Refund,0,Transient-Party,31.685418056370846,0,1
1,127,1,4,1,0,0,0,0,19,A,A,0,No Deposit,0,Transient-Party,66.32014357236555,1,2
1,242,1,0,3,0,0,0,0,0,D,A,1,No Deposit,0,Transient-Party,87.66417160270352,0,1
0,176,1,3,2,0,0,0,0,0,A,A,6,No Deposit,53,Transient-Party,116.18689114302323,0,0
0,0,0,8,1,0,0,0,0,0,A,A,1,No Deposit,0,Transient,36.21173113502293,0,0
1,0,2,4,2,0,0,0,0,0,A,A,2,Refundable,0,Transient,107.6943994168015,0,2
1,240,0,2,2,0,0,0,0,0,D,A,0,No Deposit,0,Transient,89.79895613045409,0,2
1,17,1,6,1,0,0,0,0,0,F,A,0,No Deposit,0,Transient,64.3389377866469,0,2
0,293,2,3,1,0,0,0,0,0,A,A,0,No Deposit,0,Transient,42.438457130637815,0,1
1,71,3,0,2,0,0,0,0,0,A,D,1,No Deposit,0,Transient,65.21194331556264,0,1
0,180,2,1,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,153.59146792155582,1,2
0,144,0,2,2,0,0,0,0,0,A,H,1,No Deposit,0,Transient-Party,176.5505018286501,0,0
1,422,0,3,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,53.33688521356058,0,1
0,139,2,5,3,0,0,0,0,10,A,B,0,No Deposit,0,Transient,65.63120921164773,0,2
0,238,1,5,2,0,0,1,0,0,A,E,0,No Deposit,0,Transient-Party,129.31961357332756,0,1
1,0,0,3,2,-1,0,0,0,0,A,A,0,No Deposit,0,Transient,261.27823036932284,0,0
1,330,1,11,2,2,0,0,0,0,A,D,1,No Deposit,0,Transient,129.10907079541,0,1
1,259,0,6,1,0,0,0,0,0,A,A,3,No Deposit,0,Transient,33.656397252612436,0,5
0,80,2,2,3,2,0,0,0,0,A,D,0,Non Refund,38,Transient,82.82412713710755,0,0
1,190,2,1,3,0,0,1,0,0,A,A,0,No Deposit,0,Transient,68.93430579723874,0,2
1,2,0,3,2,0,0,0,0,0,D,B,0,No Deposit,0,Transient,43.3401245323158,0,0
0,0,0,1,2,0,0,0,0,0,A,D,0,Non Refund,0,Transient,268.33912470623915,0,0
0,42,0,0,2,0,0,0,0,0,E,A,0,No Deposit,0,Transient,72.35504811816796,0,1
1,177,0,1,2,1,0,0,0,0,A,A,0,No Deposit,0,Transient-Party,29.428834189107373,0,0
0,391,0,1,3,0,0,0,0,0,A,A,0,No Deposit,0,Transient,63.68590835144032,0,0
0,91,0,2,1,0,0,0,0,0,E,B,1,No Deposit,0,Transient,39.12952460430923,0,2
0,77,1,3,2,0,0,0,0,0,A,D,0,No Deposit,0,Transient,241.03524792338584,0,1
0,0,0,3,2,0,0,0,0,0,A,A,0,No Deposit,0,Transient,74.02798164173356,1,5
0,0,2,3,4,0,0,0,0,0,A,A,0,No Deposit,0,Transient-Party,21.031956506732605,0,2
0,14,1,4,3,0,0,1,0,0,A,A,0,No Deposit,0,Transient-Party,106.99983255675558,0,1
0,112,2,5,2,0,0,0,0,0,D,G,0,No Deposit,0,Transient,44.47159010460114,0,1
0,284,2,2,2,0,0,0,1,0,C,H,0,No Deposit,0,Transient-Party,76.96327326436278,0,0
